OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,Shape__Acreage,GlobalID
109,JOFI,Lands - http://landsnet.nps.gov/tractsnet/documents/JOFI/Metadata/jofi_metadata.xml,John Fitzgerald Kennedy National Historic Site,2010/10/28 00:00:00+00,MA,NE,607138,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171834,John F Kennedy,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:44.747+00,RJohnson@nps.gov_nps,644.6484375,104.1824366,0.086957717,3b103973-80ff-4a25-9b44-5148e82b52e7
385,JOMU,Lands - http://landsnet.nps.gov/tractsnet/documents/JOMU/Metadata/jomu_metadata.xml,John Muir National Historic Site,2019/12/16 00:00:00+00,CA,PW,226274,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169651,John Muir,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:51:25.625+00,RJohnson@nps.gov_nps,2242426.719,9581.416702,343.6812869,62ba026a-28bb-48c1-9039-c5818f4c23dc
149,JOFL,Lands - http://landsnet.nps.gov/tractsnet/documents/JOFL/Metadata/jofl_metadata.xml,Johnstown Flood National Memorial,2012/08/28 00:00:00+00,PA,NE,1200751,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188827,Johnstown Flood,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:24:31.388+00,RJohnson@nps.gov_nps,1253202.754,8381.761537,179.6834203,36e2a4f1-4464-41dc-b19f-6f9171b9eec1
353,JOTR,Lands - http://landsnet.nps.gov/tractsnet/documents/JOTR/Metadata/jotr_metadata.xml,Joshua Tree National Park,2019/06/13 00:00:00+00,CA,PW,277261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048550,Joshua Tree,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:07.870+00,RJohnson@nps.gov_nps,4698082883,540677.2072,797464.9419,076fc96b-e056-4f58-8c8d-0357aee89cb5
58,KALA,Lands - http://landsnet.nps.gov/tractsnet/documents/KALA/Metadata/kala_metadata.xml,Kalaupapa National Historical Park,2009/01/15 00:00:00+00,HI,PW,365030,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047996,Kalaupapa,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:13:40.483+00,RJohnson@nps.gov_nps,49785906.76,54468.08788,10644.40793,e5685049-b449-4508-9e95-4aefdd10c5df
352,KAHO,Lands - http://landsnet.nps.gov/tractsnet/documents/KAHO/Metadata/kaho_metadata.xml,Kaloko-Honokohau National Historical Park,2019/05/08 00:00:00+00,HI,PW,1879023,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181917,Kaloko-Honokohau,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:01.401+00,RJohnson@nps.gov_nps,5746560.766,12219.84413,1252.379708,e51d76dd-7e95-4cb3-94b0-d454ce81280f
287,KAWW,Lands - http://landsnet.nps.gov/tractsnet/documents/KAWW/METADATA/kaww_metadata.xml,Katahdin Woods And Waters National Monument,2018/01/23 00:00:00+00,ME,NE,2783292,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242149,Katahdin Woods And Waters,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:40:03.817+00,RJohnson@nps.gov_nps,749774985.7,281146.1515,89561.96813,ece97438-1884-4798-b945-0605f707433b
330,KATM,Lands - http://landsnet.nps.gov/tractsnet/documents/KATM/Metadata/KATM_metadata.xml,Katmai National Park,2019/03/21 00:00:00+00,AK,AK,1416045,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225697,Katmai,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:45:20.894+00,RJohnson@nps.gov_nps,54700887079,2137438.573,4101150.754,3bf686be-d8e8-4b4b-9ab9-201bd1f5372c
331,KEFJ,Lands - http://landsnet.nps.gov/tractsnet/documents/KEFJ/Metadata/KEFJ_metadata.xml,Kenai Fjords National Park,2019/03/21 00:00:00+00,AK,AK,1419645,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225698,Kenai Fjords,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:57:59.633+00,RJohnson@nps.gov_nps,10644791850,2248617.965,667105.0458,e881f83c-4f36-4907-af06-5863c3fe6922
466,KEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KEMO/METADATA/kemo_metadata.xml,Kennesaw Mountain National Battlefield Park,2020/09/23 00:00:00+00,GA,SE,310345,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/215975,Kennesaw Mountain,2020/10/03 03:33:08.101+00,RJohnson@nps.gov_nps,2020/10/03 03:33:08.101+00,RJohnson@nps.gov_nps,17404530.2,57929.52426,2951.639513,a8fca6bf-01ee-4e62-bb0b-6cd6b7f4c955
262,KEWE,Lands - http://landsnet.nps.gov/tractsnet/documents/KEWE/Metadata/kewe_metadata.xml,Keweenaw National Historical Park,2017/09/19 00:00:00+00,MI,MW,1888937,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174270,Keweenaw,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:37:14.684+00,RJohnson@nps.gov_nps,16297962.61,30353.90821,1861.555306,68c466e8-4acf-4c45-b968-a874bae069a3
129,KICA,Lands - http://landsnet.nps.gov/tractsnet/documents/KICA/Metadata/kica_metadata.xml,Kings Canyon National Park,2011/10/17 00:00:00+00,CA,PW,255948,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180625,Kings Canyon,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:22:13.109+00,RJohnson@nps.gov_nps,2909305718,393124.5439,458965.6506,9678117e-145f-4780-8b84-abd99fa2f563
118,KIMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KIMO/Metadata/kimo_metadata.xml,Kings Mountain National Military Park,2011/06/27 00:00:00+00,SC,SE,1223739,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174271,Kings Mountain,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:20:49.618+00,RJohnson@nps.gov_nps,23836721.2,22120.44004,3929.970272,480f7763-f86f-4ee5-a722-25568e0546f3
347,KLGO,Lands - http://landsnet.nps.gov/tractsnet/documents/KLGO/Metadata/KLGO_metadata.xml,Klondike Gold Rush National Historical Park,2019/03/21 00:00:00+00,AK,AK,1423115,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225699,Klondike Gold Rush,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:25.878+00,RJohnson@nps.gov_nps,204807453.1,174215.8273,12993.81104,efbd633b-eb76-4f84-af13-c8071a3dd0f4
144,KNRI,Lands - http://landsnet.nps.gov/tractsnet/documents/KNRI/Metadata/knri_metadata.xml,Knife River Indian Villages National Historic Site,2012/04/03 00:00:00+00,ND,MW,1888938,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185777,Knife River Indian Villages,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:23:55.519+00,RJohnson@nps.gov_nps,15618816.94,27551.8919,1772.320694,bbf2d41d-57e2-4079-a995-69c4c3b69122
342,KOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/KOVA/Metadata/KOVA_metadata.xml,Kobuk Valley National Park,2019/03/21 00:00:00+00,AK,AK,1416046,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225700,Kobuk Valley,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:46:52.876+00,RJohnson@nps.gov_nps,47596457123,1349409.632,1751826.073,0d72a9aa-94e7-4f54-b619-fcfe39441a85
134,KOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/KOWA/Metadata/kowa_metadata.xml,Korean War Veterans Memorial,2011/11/03 00:00:00+00,DC,NC,1985525,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181130,Korean War Veterans,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:22:45.210+00,RJohnson@nps.gov_nps,10418.44531,511.9507089,1.557544949,349eab73-a609-4c4a-a4d5-008d622e1db7
243,LACH,Lands - http://landsnet.nps.gov/tractsnet/documents/LACH/Metadata/lach_metadata.xml,Lake Chelan National Recreation Area,2017/01/06 00:00:00+00,WA,PW,1528425,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235462,Lake Chelan,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:13.164+00,RJohnson@nps.gov_nps,576004189.5,136446.8338,62902.82442,51f11a61-fbef-493a-88cf-7a3e51433301
346,LACL,Lands - http://landsnet.nps.gov/tractsnet/documents/LACL/Metadata/LACL_metadata.xml,Lake Clark National Park,2019/03/21 00:00:00+00,AK,AK,1416049,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225701,Lake Clark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:20.129+00,RJohnson@nps.gov_nps,43868618505,1777173.553,4039323.092,4916b782-23e8-45a9-a61c-ce686b84d9fc
293,LAKE,Lands - http://landsnet.nps.gov/tractsnet/documents/LAKE/METADATA/lake_metadata.xml,Lake Mead National Recreation Area,2018/05/10 00:00:00+00,NV,PW,858265,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210708,Lake Mead,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:57:35.669+00,RJohnson@nps.gov_nps,9248996735,2078124.593,1494396.795,9fcea0c7-a195-4824-b10a-95b71672c71b
382,LAMR,Lands - http://landsnet.nps.gov/tractsnet/documents/LAMR/Metadata/lamr_metadata.xml,Lake Meredith National Recreation Area,2019/11/25 00:00:00+00,TX,IM,1384770,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2268323,Lake Meredith,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:51:07.612+00,RJohnson@nps.gov_nps,255197279,228778.1556,41580.78639,6d768296-2d66-4828-b1d5-2263e0961282
405,LARO,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Lake Roosevelt National Recreation Area,2015/04/22 00:00:00+00,WA,PW,1531834,National Recreation Area,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Lake Roosevelt,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,717714786.2,1179060.782,78866.51987,3c663c17-0b67-4e94-9be1-98bfcfdb2ff4
193,LAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/LAVO/Metadata/lavo_metadata.xml,Lassen Volcanic National Park,2015/08/19 00:00:00+00,CA,PW,262325,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224525,Lassen Volcanic,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:30.135+00,RJohnson@nps.gov_nps,753097653.5,149637.5277,107509.3801,a328d7b5-f47e-4e96-8e6d-c8c6e3daa2be
122,LABE,Lands - http://landsnet.nps.gov/tractsnet/documents/LABE/Metadata/labe_metadata.xml,Lava Beds National Monument,2011/09/06 00:00:00+00,CA,PW,262358,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175724,Lava Beds,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:21:19.720+00,RJohnson@nps.gov_nps,340718248.7,98385.02461,46812.39463,8551bf14-a6fa-4157-bc2a-f01c22367609
242,LECL,Lands - http://landsnet.nps.gov/tractsnet/documents/LECL/Metadata/lecl_metadata.xml,Lewis and Clark National Historic Trail,2017/01/13 00:00:00+00,NE,MW,2733427,National Historic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048008,Lewis and Clark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:03.871+00,RJohnson@nps.gov_nps,564370.7578,3496.824293,80.16057724,62a709f2-371e-42ad-a19c-0d65d8db70aa
403,LEWI,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Lewis and Clark National Historical Park,2019/09/10 00:00:00+00,WA,PW,2055170,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Lewis and Clark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,30650699.73,79833.75904,3628.207853,a6597347-d5b4-4a17-b451-ad1197e5bc2e
206,LIBO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBO/Metadata/libo_metadata.xml,Lincoln Boyhood National Memorial,2016/03/03 00:00:00+00,IN,MW,446882,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218474,Lincoln Boyhood,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:57.408+00,RJohnson@nps.gov_nps,1310293.02,5424.296092,200.0845793,5f715f38-ce6c-4be5-8580-4b4470ca9b94
249,LIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIHO/Metadata/liho_metadata.xml,Lincoln Home National Historic Site,2017/06/06 00:00:00+00,IL,MW,1821086,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048176,Lincoln Home,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:51.142+00,RJohnson@nps.gov_nps,93771.66016,1213.330885,13.66159091,f7876237-1c23-423d-86a5-88166f3ab2be
137,LINC,Lands - http://landsnet.nps.gov/tractsnet/documents/LINC/Metadata/linc_metadata.xml,Lincoln Memorial,2011/11/04 00:00:00+00,DC,NC,531835,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181132,Lincoln,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:23:09.127+00,RJohnson@nps.gov_nps,48757.29297,785.3155653,7.288886198,f58a2845-f9ce-461f-82cc-1364a0bd4862
3,LIBI,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBI/Metadata/libi_metadata.xml,Little Bighorn Battlefield National Monument,2005/02/23 00:00:00+00,MT,IM,806297,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048009,Little Bighorn Battlefield,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:06:11.281+00,RJohnson@nps.gov_nps,6437512.984,19524.58011,780.0210681,a3affc26-f98a-417d-aa5b-41cfb4988cc8
159,LIRI,Lands - http://landsnet.nps.gov/tractsnet/documents/LIRI/METADATA/liri_metadata.xml,Little River Canyon National Preserve,2013/04/29 00:00:00+00,AL,SE,1888939,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196722,Little River Canyon,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:25:39.961+00,RJohnson@nps.gov_nps,91891968.25,131916.508,15416.2051,805f2171-1bd4-47d7-804c-8f9e65cccdf2
296,CHSC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHSC/Metadata/chsc_metadata.xml,Little Rock Central High School National Historic Site,2018/05/08 00:00:00+00,AR,MW,2091841,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165977,Little Rock Central High School,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:01.939+00,RJohnson@nps.gov_nps,173527.8555,2185.082828,28.88896271,0e778c54-6a80-45ed-9f44-280d9d5e13a1
125,LONG,Lands - http://landsnet.nps.gov/tractsnet/documents/LONG/Metadata/long_metadata.xml,Longfellow House-Washington's Headquarters National Historic Site,2011/04/18 00:00:00+00,MA,NE,2733437,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180626,Longfellow,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:21:42.327+00,RJohnson@nps.gov_nps,14413.99609,488.0065829,1.942505513,c253fd24-a1f2-4542-b9c1-55b032a1fc24
415,LOWE,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Lowell National Historical Park,2013/12/18 00:00:00+00,MA,NE,1888940,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Lowell,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,896082.2227,28370.96841,119.7342788,c0885bf0-4f09-4487-aff4-4fde659255f6
219,LOSA,Lands - http://landsnet.nps.gov/tractsnet/documents/LOSA/METADATA/losa_metadata.xml,Lower Saint Croix National Scenic Riverway,2016/05/10 00:00:00+00,WI,MW,2738286,National Scenic Riverway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223247,Lower Saint Croix,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:27.716+00,RJohnson@nps.gov_nps,92270910.07,149384.159,11306.00674,82571732-9669-41ec-92eb-98761f9eaa88
245,LYJO,Lands - http://landsnet.nps.gov/tractsnet/documents/LYJO/Metadata/lyjo_metadata.xml,Lyndon B. Johnson National Historical Park,2017/06/23 00:00:00+00,TX,IM,1888941,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192758,Lyndon B Johnson,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:35:25.173+00,RJohnson@nps.gov_nps,8531424.043,26537.56001,1567.863478,0d6848c0-eb51-4fa5-8ac2-9d03d3a09efb
446,LYBA,Lands - http://landsnet.nps.gov/tractsnet/documents/LYBA/Metadata/lyba_metadata.xml,Lyndon Baines Johnson Memorial Grove on the Potomac,2020/05/20 00:00:00+00,DC,NC,530776,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048177,Lyndon Baines Johnson Memorial Grove,2020/07/01 02:42:20.512+00,RJohnson@nps.gov_nps,2020/07/01 02:42:20.512+00,RJohnson@nps.gov_nps,120867.4961,2032.373854,18.07427442,110640aa-83b1-40a7-acfe-30ee9020baed
140,MAWA,Lands - http://landsnet.nps.gov/tractsnet/documents/MAWA/Metadata/mawa_metadata.xml,Maggie L. Walker National Historic Site,2011/11/30 00:00:00+00,VA,NE,1780716,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182230,Maggie L. Walker,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:23:31.151+00,RJohnson@nps.gov_nps,8394.597656,549.2265375,1.301689411,cb8b12fb-a42b-42a6-acc6-1ea5c50fc256
64,MACA,Lands - http://landsnet.nps.gov/tractsnet/documents/MACA/Metadata/maca_metadata.xml,Mammoth Cave National Park,2009/03/27 00:00:00+00,KY,SE,507318,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048014,Mammoth Cave,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:21.461+00,RJohnson@nps.gov_nps,330311827.8,146274.991,51695.02559,200c38db-7c88-4a23-aadd-f71c4ba9ddd9
351,MANA,Lands - http://landsnet.nps.gov/tractsnet/documents/MANA/Metadata/mana_metadata.xml,Manassas National Battlefield Park,2019/06/11 00:00:00+00,VA,NC,1470042,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048179,Manassas,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:47:54.941+00,RJohnson@nps.gov_nps,34215862.85,45903.82831,5125.086526,ce9ad826-1cfe-4d5b-a9c6-2e032232e169
204,MAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/MAPR/METADATA/mapr_metadata.xml,Manhattan Project National Historical Park,2016/03/16 00:00:00+00,NM,IM,2775864,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229065,Manhattan Project,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:41.811+00,RJohnson@nps.gov_nps,776550.7852,14168.44629,113.6298578,581118cd-2179-4963-ba8e-8cc730d1e351
43,MANZ,Lands - http://landsnet.nps.gov/tractsnet/documents/MANZ/Metadata/manz_metadata.xml,Manzanar National Historic Site,2008/03/04 00:00:00+00,CA,PW,1804731,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048405,Manzanar,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:11:41.267+00,RJohnson@nps.gov_nps,5134513.445,8941.593345,813.5243106,eb01dfab-a290-4a19-8c04-06f76a4e65be
158,MABI,Lands - http://landsnet.nps.gov/tractsnet/documents/MABI/Metadata/mabi_metadata.xml,Marsh-Billings-Rockefeller National Historical Park,2011/09/21 00:00:00+00,VT,NE,1888942,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196723,Marsh - Billings - Rockefeller,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:25:32.102+00,RJohnson@nps.gov_nps,4988704.023,16454.04277,645.5443497,476b9dfe-085c-4514-ac3c-a368959ef97e
179,MALU,Lands - http://landsnet.nps.gov/tractsnet/documents/MALU/Metadata/malu_metadata.xml,"Martin Luther King, Jr. National Historical Park",2014/11/19 00:00:00+00,GA,SE,1704967,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218475,Martin Luther King Jr.,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2021/01/10 21:53:57.422+00,RJohnson@nps.gov_nps,228201.9219,2965.890552,38.87868498,1422fd30-c2d6-4b3f-9740-034910cb9b57
136,MLKM,Lands - http://landsnet.nps.gov/tractsnet/documents/MLKM/Metadata/mlkm_metadata.xml,"Martin Luther King, Jr., Memorial",2011/11/04 00:00:00+00,DC,NC,2002666,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181664,Martin Luther King Jr,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:22:59.093+00,RJohnson@nps.gov_nps,18329.22656,803.8652265,2.740335498,538a4a32-8375-4463-aa61-085280e05e38
146,MAVA,Lands - http://landsnet.nps.gov/tractsnet/documents/MAVA/Metadata/mava_metadata.xml,Martin Van Buren National Historic Site,2012/07/18 00:00:00+00,NY,NE,1888943,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188828,Martin Van Buren,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:24:08.140+00,RJohnson@nps.gov_nps,2202209.578,11384.97046,296.8637976,aedf4e34-922b-4970-86ef-0da04044a9ad
29,MABE,Lands - http://landsnet.nps.gov/tractsnet/documents/MABE/Metadata/mabe_metadata.xml,Mary McLeod Bethune Council House National Historic Site,2006/09/21 00:00:00+00,DC,NC,2733422,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048178,Mary McLeod Bethune Council House,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:09:54.623+00,RJohnson@nps.gov_nps,532.5507813,130.8427215,0.079571667,9358fd62-c42e-4f99-9a90-dfa105409379
467,MEMY,Lands - http://landsnet.nps.gov/tractsnet/documents/MEMY/Metadata/memy_metadata.xml,Medgar and Myrlie Evers Home National Monument,2020/09/21 00:00:00+00,MS,SE,2808903,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Medgar and Myrlie Evers Home,2020/10/03 03:34:55.247+00,RJohnson@nps.gov_nps,2020/10/03 03:34:55.247+00,RJohnson@nps.gov_nps,4219.382813,359.9452608,0.742113662,8b8d3019-ba7b-4422-bd6b-a03108d5e9a2
504,MEVE,Lands - http://landsnet.nps.gov/tractsnet/documents/MEVE/Metadata/meve_metadata.xml,Mesa Verde National Park,2021/03/08 00:00:00+00,CO,IM,179042,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048549,Mesa Verde,2021/04/02 03:56:47.601+00,RJohnson@nps.gov_nps,2021/04/02 03:56:47.601+00,RJohnson@nps.gov_nps,343422764.2,102110.746,53688.36989,1b2f6dc1-3c18-48a8-973c-f2ceb18ca0fe
468,MISP,Lands - http://landsnet.nps.gov/tractsnet/documents/MISP/METADATA/misp_metadata.xml,Mill Springs Battlefield National Monument,2020/09/23 00:00:00+00,KY,SE,498296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278885,Mill Springs Battlefield,2020/10/03 03:37:13.181+00,RJohnson@nps.gov_nps,2020/10/03 03:37:13.181+00,RJohnson@nps.gov_nps,9359463.23,27036.7212,1471.643268,fe9a7b2a-ee56-420b-adaa-c59f717cae07
200,MIIN,Lands - http://landsnet.nps.gov/tractsnet/documents/MIIN/Metadata/MIIN_metadata.xml,Minidoka National Historic Site,2015/10/15 00:00:00+00,WA,PW,2766708,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225702,Minidoka,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:16.621+00,RJohnson@nps.gov_nps,2998805.23,12061.19535,398.7096748,2a659415-2d04-4b26-a0d7-d829e5fd3601
281,MIMA,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMA/Metadata/mima_metadata.xml,Minute Man National Historical Park,2018/02/22 00:00:00+00,MA,NE,600051,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167740,Minute Man,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:39:24.306+00,RJohnson@nps.gov_nps,7614108.676,36417.12616,1023.543097,389e7576-ebb8-4f67-8999-b3d8c4ca5ebe
425,MIMI,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMI/METADATA/mimi_metadata.xml,Minuteman Missile National Historic Site,2020/02/03 00:00:00+00,SD,MW,2733442,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208028,Minuteman Missile,2020/04/04 03:58:17.545+00,RJohnson@nps.gov_nps,2020/04/04 03:58:17.545+00,RJohnson@nps.gov_nps,339067.4414,5491.880244,43.53999698,a3883d56-9db5-43e9-bbc6-d0960b1681e3
294,MISS,Lands - http://landsnet.nps.gov/tractsnet/documents/MISS/METADATA/miss_metadata.xml,Mississippi National River and Recreation Area,2018/05/10 00:00:00+00,MN,MW,1888944,National River and Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253817,Mississippi,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:40:49.942+00,RJohnson@nps.gov_nps,433802093.5,379445.1662,53830.33358,0e68ceb4-307b-436d-bedb-7951eda98de7
424,MNRR,Lands - http://landsnet.nps.gov/tractsnet/documents/MNRR/METADATA/mnrr_metadata.xml,Missouri National Recreation River,2020/01/10 00:00:00+00,SD,MW,2733411,National Recreation River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242151,Missouri,2020/04/04 03:58:16.830+00,RJohnson@nps.gov_nps,2020/04/04 03:58:16.830+00,RJohnson@nps.gov_nps,514001422.1,637595.0771,68368.55199,4be23695-8dc0-4c76-9ea9-8751934ba4b0
