X,Y,OBJECTID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,CreationDate,Creator,EditDate,Editor,GlobalID
-8574137.39292077,4705909.19855269,169,MALL,National Mall,2011/10/06 00:00:00+00,DC,NC,2733438,Other Designation,Lands,National Mall,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,45f438f8-28bc-4e80-b108-0bf92cd361a6
-9553281.8690382,4159919.92997305,170,RUCA,Russell Cave National Monument,2011/11/02 00:00:00+00,AL,SE,126026,National Monument,Lands,Russell Cave,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,05db070a-cb1d-4389-9bde-48d4e0d08182
-8620219.62498881,4515675.42182032,171,MAWA,Maggie L. Walker National Historic Site,2011/11/30 00:00:00+00,VA,NE,1780716,National Historic Site,Lands,Maggie L. Walker,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,c7a4c517-f4f4-484b-a537-0e24f4500958
-12025445.5346983,5667149.08526706,172,BICA,Bighorn Canyon National Recreation Area,2012/01/11 00:00:00+00,WY,IM,767934,National Recreation Area,Lands,Bighorn Canyon,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,790ecdef-444a-478e-a1cc-33f6ee0059fa
-17354674.3470741,2203152.83810135,173,PUHO,Pu'uhonua o Honaunau National Historical Park,2012/01/13 00:00:00+00,HI,PW,358732,National Historical Park,Lands,Pu`uhonua O Honaunau,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,d0f570d9-47ac-44c4-bdae-43cf95b592be
-11412136.1813951,4659430.46629832,174,SAND,Sand Creek Massacre National Historic Site,2012/03/05 00:00:00+00,CO,IM,2127375,National Historic Site,Lands,Sand Creek Massacre,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,698efe77-7b8b-4775-9880-c0d77f5b9f5f
-11285986.8177757,5999886.14893133,175,KNRI,Knife River Indian Villages National Historic Site,2012/04/03 00:00:00+00,ND,MW,1888938,National Historic Site,Lands,Knife River Indian Villages,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,644608dc-6da4-42c0-b990-89a37b59a356
-8297269.03535263,4977671.18801325,176,MORR,Morristown National Historical Park,2012/02/23 00:00:00+00,NJ,NE,878495,National Historical Park,Lands,Morristown,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1f2dc490-5231-4d92-8a88-8c2f0f421738
-8205949.27218066,5216064.43504974,177,MAVA,Martin Van Buren National Historic Site,2012/07/18 00:00:00+00,NY,NE,1888943,National Historic Site,Lands,Martin Van Buren,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,d8a6179c-6958-4432-9318-05fc0ea8952c
-8239515.72862744,4966962.11497142,178,GOIS,Governors Island National Monument,2012/08/15 00:00:00+00,NY,NE,2092022,National Monument,Lands,Governors Island,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,c0eaf8cd-422a-4816-9d83-f232079f616f
-11544638.6033991,5136261.00821363,179,SCBL,Scotts Bluff National Monument,2012/08/13 00:00:00+00,NE,MW,833315,National Monument,Lands,Scotts Bluff,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,d28d7a17-eb53-4583-964e-465707c5cae4
-8769386.33176978,4916193.88764253,180,JOFL,Johnstown Flood National Memorial,2012/08/28 00:00:00+00,PA,NE,1200751,National Memorial,Lands,Johnstown Flood,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,f0fd56f4-26b2-45ad-975c-ccac1a135c3d
-11548730.2718966,5224325.59518301,181,AGFO,Agate Fossil Beds National Monument,2012/11/27 00:00:00+00,NE,MW,826917,National Monument,Lands,Agate Fossil Beds,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1596cbc6-bc0d-4845-889b-3138e00f116b
-9960927.86338675,5136477.54015076,182,RRBH,Ronald Reagan Boyhood Home National Historic Site,2013/01/03 00:00:00+00,IL,MW,2733441,National Historic Site,Lands,Ronald Reagan Boyhood Home,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2f3ae67e-ab24-46a4-b0ca-84f45afd0aa6
-12387968.5522521,4633768.71275437,183,CARE,Capitol Reef National Park,2012/12/03 00:00:00+00,UT,IM,1434866,National Park,Lands,Capitol Reef,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,14932dcf-f3be-4b03-a7f3-e1f709dcc776
-8782503.58111365,4874755.72004263,184,FLNI,Flight 93 National Memorial,2013/02/05 00:00:00+00,PA,NE,1986830,National Memorial,Lands,Flight 93,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,af1c736e-b7be-4bf4-a6bd-6c63473f1651
-13256781.9883552,4525233.62578317,185,DEPO,Devils Postpile National Monument,2013/01/25 00:00:00+00,CA,PW,266641,National Monument,Lands,Devils Postpile,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,8f19e679-e1f6-492d-aa71-bf0b899a50a8
-13628226.0969233,4552629.92438968,186,SAFR,San Francisco Maritime National Historical Park,2013/02/19 00:00:00+00,CA,PW,1877542,National Historical Park,Lands,San Francisco Maritime,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,c65fd1c9-d212-4ccb-8c2e-3cc77f6bcb76
-10849501.3884985,3002146.40348634,187,PAAL,Palo Alto Battlefield National Historical Park,2013/02/14 00:00:00+00,TX,IM,1888952,National Historical Park,Lands,Palo Alto Battlefield,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,7655b7c0-e1dd-4a01-b724-c8676cdcb928
-7203254.68331593,2069587.81815791,188,VICR,Virgin Islands Coral Reef National Monument,2013/04/04 00:00:00+00,VI,SE,2733450,National Monument,Lands,Virgin Islands Coral Reef,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,41a20ec5-c0e0-4918-a227-5f42e656e53b
-8074919.91160299,5408950.51284726,189,MABI,Marsh-Billings-Rockefeller National Historical Park,2011/09/21 00:00:00+00,VT,NE,1888942,National Historical Park,Lands,Marsh - Billings - Rockefeller,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1cef865a-6402-4114-97c2-2308aa44ba7e
-9528642.39581481,4089647.03988785,190,LIRI,Little River Canyon National Preserve,2013/04/29 00:00:00+00,AL,SE,1888939,National Preserve,Lands,Little River Canyon,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1cd1fdff-5c04-48d4-ab9e-112bfd58df8f
-9339104.80204886,4823601.83312225,191,CHYO,Charles Young Buffalo Soldiers National Monument,2013/06/03 00:00:00+00,OH,MW,2736075,National Monument,Lands,Charles Young Buffalo Soldiers,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,6f6d82c1-99f7-47ce-9777-d96d1c0eb6ec
-9358009.12844783,4837497.25309335,192,DAAV,Dayton Aviation Heritage National Historical Park,2013/05/30 00:00:00+00,OH,MW,1083940,National Historical Park,Lands,Dayton Aviation Heritage,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,ddd7ef6e-c936-4342-895a-ac154c89e0e0
-8601109.73325012,4836310.33025754,193,EISE,Eisenhower National Historic Site,2013/07/08 00:00:00+00,PA,NE,1888912,National Historic Site,Lands,Eisenhower,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,040b8c56-ccd8-4eb1-8792-99117a971b5b
-13198215.8749644,4194813.21325871,194,CECH,Cesar E. Chavez National Monument,2013/02/05 00:00:00+00,CA,PW,2754548,National Monument,Lands,César E. Chávez,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,d8f4a089-c90f-4e9d-af3e-59267e558a19
-8859772.88295837,4838376.92088397,195,FONE,Fort Necessity National Battlefield,2013/09/24 00:00:00+00,PA,NE,1193713,National Battlefield,Lands,Fort Necessity,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2f37e054-d6a6-4a9b-9469-27181cb67c4e
-11809863.5725155,4063690.49595336,197,SAPU,Salinas Pueblo Missions National Monument,2013/11/27 00:00:00+00,NM,IM,936877,National Monument,Lands,Salinas Pueblo Missions,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,bc9a5ee6-feb4-4755-b91d-7613e07c11a9
-13489808.1200756,4368289.3956768,198,PINN,Pinnacles National Park,2014/02/05 00:00:00+00,CA,PW,247533,National Park,Lands,Pinnacles,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9ad3e32d-f504-4b6f-9280-d80e07b8992d
-8524896.01130605,4759552.56162292,199,FOMC,Fort McHenry National Monument and Historic Shrine,2012/01/13 00:00:00+00,MD,NE,595218,National Monument and Historic Shrine,Lands,Fort McHenry,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,465f5f30-63d1-415e-a054-0a76eb043ff6
-7904535.88383359,5231391.61235725,200,SAIR,Saugus Iron Works National Historic Site,2014/06/09 00:00:00+00,MA,NE,600017,National Historic Site,Lands,Saugus Iron Works,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,0830b3be-1eb4-45c4-8412-416e0ae09526
-7949387.99235474,5135533.85448086,201,ROWI,Roger Williams National Memorial,2011/09/30 00:00:00+00,RI,NE,1904107,National Memorial,Lands,Roger Williams,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,b8dae79e-d714-4dad-a6b1-57fdae44994d
-12415746.5851071,3894909.87224714,202,CAGR,Casa Grande Ruins National Monument,2014/06/27 00:00:00+00,AZ,IM,44811,National Monument,Lands,Casa Grande Ruins,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,a4e3aeb6-3bb3-4cff-840c-be443816e8b4
-7206819.73543816,2006443.89111404,203,CHRI,Christiansted National Historic Site,2014/06/19 00:00:00+00,VI,SE,1993781,National Historic Site,Lands,Christiansted,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,124ea9e2-bd18-4831-902b-272c258f06c0
-8742127.08855175,4931081.04615369,204,ALPO,Allegheny Portage Railroad National Historic Site,2014/08/04 00:00:00+00,PA,NE,1214216,National Historic Site,Lands,Allegheny Portage Railroad,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2f2afa29-ecba-4a64-924e-1b73220ad170
-9199816.48554435,3188933.28364186,205,DESO,De Soto National Memorial,2014/08/07 00:00:00+00,FL,SE,294586,National Memorial,Lands,De Soto,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,ced8bbdd-68a0-4e5c-ba70-0c4b9c944efd
-9365296.97279109,3789370.1037999,206,ANDE,Andersonville National Historic Site,2014/08/19 00:00:00+00,GA,SE,310534,National Historic Site,Lands,Andersonville,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,f7cb25c4-348f-4282-8471-f2eb8db17ef5
-9305949.17502287,3874052.00784592,207,OCMU,Ocmulgee Mounds National Historical Park,2014/10/21 00:00:00+00,GA,SE,1888951,National Historical Park,Lands,Ocmulgee,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2021/01/03 00:34:08.874+00,RJohnson@nps.gov_nps,68b3e372-c433-4c3f-8089-5ac6b07a7b5d
-9106976.05817777,4181781.29034355,208,COWP,Cowpens National Battlefield,2014/09/17 00:00:00+00,SC,SE,1247412,National Battlefield,Lands,Cowpens,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1f203a6a-a896-49bc-95bf-139ffd02468f
-12171853.1649352,3764905.76987139,209,CHIR,Chiricahua National Monument,2014/09/10 00:00:00+00,AZ,IM,2877,National Monument,Lands,Chiricahua,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,a0f936f2-c4dd-48b5-8671-7bc5460f7ae3
-9392214.40322422,3995941.92402037,210,MALU,"Martin Luther King, Jr. National Historical Park",2014/11/19 00:00:00+00,GA,SE,1704967,National Historical Park,Lands,Martin Luther King Jr.,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2021/01/10 21:50:12.698+00,RJohnson@nps.gov_nps,475f2b9f-0fb0-475d-848d-a3e595a73eb9
16102933.1090724,1504326.30115446,211,WAPA,War in the Pacific,2015/02/04 00:00:00+00,GU,PW,1828962,National Historical Park,Lands,War in the Pacific,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,590ef64e-4928-4ec7-aa5e-9b2055bc48dd
-11656892.2626512,5557306.84759008,212,DETO,Devils Tower National Monument,2014/12/08 00:00:00+00,WY,IM,2733421,National Monument,Lands,Devils Tower,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,6ad3b431-7371-4865-8c41-474baf3a2e24
-7909889.88472125,5217076.03335676,213,BOST,Boston National Historical Park,2015/02/09 00:00:00+00,MA,NE,600140,National Historical Park,Lands,Boston,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,ae224cb0-7e64-4c28-bba1-0929cf601cad
-13737009.5113912,5176442.54149988,214,ORCA,Oregon Caves National Monument and Preserve,2015/02/26 00:00:00+00,OR,PW,1147260,National Monument,Lands,Oregon Caves,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,ae61de2b-9811-4467-a8a2-bbc288f9f591
-8233532.08181956,4984863.31600823,215,GEGR,General Grant National Memorial,2013/07/22 00:00:00+00,NY,NE,2733424,National Memorial,Lands,General Grant,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2e5bfdf4-4b17-40e3-93fd-b707d82e6f10
-13642330.6369242,4559510.42553573,216,GOGA,Golden Gate National Recreation Area,2015/04/20 00:00:00+00,CA,PW,255952,National Recreation Area,Lands,Golden Gate,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,ec5cd146-ef9b-4079-b0f2-5feed988fce8
-13584336.7709425,4587461.30004258,217,POCH,Port Chicago Naval Magazine National Memorial,2015/04/21 00:00:00+00,CA,PW,1967105,National Memorial,Lands,Port Chicago Naval Magazine,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,731d93d2-ab14-43fd-acd4-adabb1ca0530
-13317632.9423976,5549885.78405789,218,JODA,John Day Fossil Beds National Monument,2015/07/08 00:00:00+00,OR,PW,1133439,National Monument,Lands,John Day Fossil Beds,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,98c2b18e-3f05-46b6-90d8-42c0210a6f05
-8411704.45364886,4841537.75877355,219,FRST,First State National Historical Park,2015/06/18 00:00:00+00,DE,NE,2756166,National Historical Park,Lands,First State,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9249c512-5eef-4488-bcfa-eed076c8f2b0
-8887956.43703195,4318940.87334988,220,GUCO,Guilford Courthouse National Military Park,2015/06/17 00:00:00+00,NC,SE,986193,National Military Park,Lands,Guilford Courthouse,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,13a2c538-4b79-4e5b-b696-2e120b5e5e07
-8257705.07416481,4999945.74282188,221,PAGR,Paterson Great Falls National Historical Park,2015/05/11 00:00:00+00,NJ,NE,2053533,National Historical Park,Lands,Paterson Great Falls,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,fe7675fb-7957-4a45-b2d5-637abfcb7880
-8177138.89284057,5050288.76464139,222,WEFA,Weir Farm National Historic Site,2015/08/27 00:00:00+00,CT,NE,1888972,National Historic Site,Lands,Weir Farm,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,00bf3cc8-370f-4b46-83f1-4ee7bf6789ba
-8780045.1199702,5296987.53591782,223,THRI,Theodore Roosevelt Inaugural National Historic Site,2015/08/28 00:00:00+00,NY,NE,2035603,National Historic Site,Lands,Theodore Roosevelt Inaugural,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1cb86e8f-cb2d-47f1-9c10-fd0fe4f647e2
-13514989.2432766,4937966.60371212,224,LAVO,Lassen Volcanic National Park,2015/08/19 00:00:00+00,CA,PW,262325,National Park,Lands,Lassen Volcanic,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,31156972-9308-4a72-a352-3747fe76ea94
-17594881.9147469,2438225.40821646,225,HONO,Honouliuli National Historic Site,2015/08/13 00:00:00+00,HI,PW,2767391,National Historic Site,Lands,Honouliuli,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,d6f68500-a25d-410b-a5c0-07b8bda14720
-9780629.35481111,4367880.45524849,226,FODO,Fort Donelson National Battlefield,2015/07/27 00:00:00+00,TN,SE,1284664,National Battlefield,Lands,Fort Donelson,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9748627c-a23b-4838-9716-fe49d5fed503
-8231179.90583859,5130562.05723083,227,VAMA,Vanderbilt Mansion National Historic Site,2015/07/24 00:00:00+00,NY,NE,968452,National Historic Site,Lands,Vanderbilt Mansion,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,efc88849-1a90-40c9-b341-673db8681490
-9398973.12828263,3766766.5564776,228,JICA,Jimmy Carter National Historic Site,2015/08/03 00:00:00+00,GA,SE,1888934,National Historic Site,Lands,Jimmy Carter,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,36334317-3836-4e45-a130-1f674763ede4
-13692853.4373382,6184082.40736492,229,SAJH,San Juan Island National Historical Park,2015/07/24 00:00:00+00,WA,PW,1534055,National Historical Park,Lands,San Juan Island,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,7b60ad52-fb86-4895-ac69-d4951e466aad
-8222219.09104002,4953929.24777267,230,GATE,Gateway National Recreation Area,2015/12/31 00:00:00+00,NY,NE,882894,National Recreation Area,Lands,Gateway,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,32743898-13a4-40c8-8a2d-342af274290f
-8350043.46069397,5088896.10284328,231,UPDE,Upper Delaware Scenic and Recreational River,2015/12/22 00:00:00+00,PA,NE,1888970,Scenic and Recreational River,Lands,Upper Delaware,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,634c5713-1383-4f42-9557-5daba7bc386e
-12717961.0259613,5263549.59243046,232,MIIN,Minidoka National Historic Site,2015/10/15 00:00:00+00,WA,PW,2766708,National Historic Site,Lands,Minidoka,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,bb71dacd-3534-4e95-aeb2-484b7fac08d9
-12650998.95486,5723877.1901232,233,BIHO,Big Hole National Battlefield,2015/11/06 00:00:00+00,MT,PW,779820,National Battlefield,Lands,Big Hole,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,80c4f260-b3aa-4b5d-971f-d1ab7510d959
-12171681.8051197,4313571.7561098,234,CACH,Canyon de Chelly National Monument,2010/12/14 00:00:00+00,AZ,IM,44981,National Monument,Lands,Canyon de Chelly,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,bdff62b7-7220-49ba-aa33-ff1867265877
-7792942.60688833,5155061.215932,235,CACO,Cape Cod National Seashore,2016/03/24 00:00:00+00,MA,NE,606900,National Seashore,Lands,Cape Cod,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,8f8ee247-c335-44f0-8ff7-d2f343bc0021
-9394623.04706029,4291736.47528599,236,MAPR,Manhattan Project National Historical Park,2016/03/16 00:00:00+00,NM,IM,2775864,National Historical Park,Lands,Manhattan Project,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,83e71295-88bf-4c6d-9857-3236216acefa
-13548072.1612879,5919378.02902377,237,MORA,Mount Rainier National Park,2015/11/17 00:00:00+00,WA,PW,1528416,National Park,Lands,Mount Rainier,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2e36ab5c-27ad-401c-bf8e-1770e15c5252
-9684414.3016331,4596133.77269547,238,LIBO,Lincoln Boyhood National Memorial,2016/03/03 00:00:00+00,IN,MW,446882,National Memorial,Lands,Lincoln Boyhood,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,cce28628-75b9-410e-a003-7e0324c112db
-7918385.6248643,5209679.4977627,239,FRLA,Frederick Law Olmsted National Historic Site,2016/03/01 00:00:00+00,MA,NE,1971618,National Historic Site,Lands,Frederick Law Olmsted,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,17e73855-388f-48c5-a380-44afe74efd4c
-12815757.7185214,4194954.62328097,240,CAMO,Castle Mountains National Monument,2016/03/01 00:00:00+00,CA,PW,2775863,National Monument,Lands,Castle Mountain,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2ab8e5d8-4a7a-4733-a44f-87984dd13275
-8562783.69282779,4606816.63494133,241,GEWA,George Washington Birthplace National Monument,2016/03/28 00:00:00+00,VA,NE,1467038,National Monument,Lands,George Washington Birthplace,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,5dabe810-55b2-4785-b030-4895c45bfdec
-8231774.96359432,4986027.88541873,242,HAGR,Hamilton Grange National Memorial,2016/03/28 00:00:00+00,NY,NE,2083660,National Memorial,Lands,Hamilton Grange,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,773d3c8d-4e3a-4aa8-8e06-73fb6444590c
-8525762.51864457,4781520.78584285,243,HAMP,Hampton National Historic Site,2016/01/26 00:00:00+00,MD,NE,584846,National Historic Site,Lands,Hampton,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,58a5896a-b435-4625-b722-ba85f073b195
-10817590.5166739,3711527.82365858,244,WACO,Waco Mammoth National Monument,2016/02/12 00:00:00+00,TX,IM,2775865,National Monument,Lands,Waco Mammoth,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,915a48ca-c6bc-4663-913b-54bd032a80bc
-12334437.6509556,4494732.71336072,245,GLCA,Glen Canyon National Recreation Area,2018/10/04 00:00:00+00,UT,IM,23865,National Recreation Area,Lands,Glen Canyon,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,594030de-1b5f-46e9-8354-1304d48e8b64
-13309046.6307492,4558093.65115233,246,YOSE,Yosemite National Park,2016/01/27 00:00:00+00,CA,PW,255923,National Park,Lands,Yosemite,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,5657d0c0-d856-4de2-83d1-6e9ce352f31e
-10750548.8846448,4643384.33884833,247,TAPR,Tallgrass Prairie National Preserve,2016/01/14 00:00:00+00,KS,MW,1888965,National Preserve,Lands,Tallgrass Prairie,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,ac9d30b2-56c3-4000-9379-0e1f521d7f33
-9540572.09462925,3819835.83935465,248,TUIN,Tuskegee Institute National Historic Site,2016/01/14 00:00:00+00,AL,SE,158362,National Historic Site,Lands,Tuskegee Institute,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,5604e095-ab64-4156-a7f0-abe0c1308a41
-9072569.21833407,3553084.46004984,249,FOCA,Fort Caroline National Memorial,2016/06/07 00:00:00+00,FL,SE,282677,National Memorial,Lands,Fort Caroline,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,e63dec3d-a434-4c73-a429-49fb8314eeaf
